Município ID,Município,Ano,Índice de Envelhecimento
4314548,Pinto Bandeira - RS,2022,198.25
4314555,Pirapó - RS,2010,108.42
4314555,Pirapó - RS,2022,233.90
4314605,Piratini - RS,2010,92.64
4314605,Piratini - RS,2022,167.86
4314704,Planalto - RS,2010,71.69
4314704,Planalto - RS,2022,123.98
4314753,Poço das Antas - RS,2010,124.63
4314753,Poço das Antas - RS,2022,170.97
4314779,Pontão - RS,2010,57.96
4314779,Pontão - RS,2022,125.09
4314787,Ponte Preta - RS,2010,148.81
4314787,Ponte Preta - RS,2022,212.93
4314803,Portão - RS,2010,45.10
4314803,Portão - RS,2022,88.15
4314902,Porto Alegre - RS,2010,80.18
4314902,Porto Alegre - RS,2022,136.84
4315008,Porto Lucena - RS,2010,141.68
4315008,Porto Lucena - RS,2022,267.80
4315057,Porto Mauá - RS,2010,123.41
4315057,Porto Mauá - RS,2022,235.22
4315073,Porto Vera Cruz - RS,2010,122.52
4315073,Porto Vera Cruz - RS,2022,227.78
4315107,Porto Xavier - RS,2010,71.79
4315107,Porto Xavier - RS,2022,127.87
4315131,Pouso Novo - RS,2010,113.54
4315131,Pouso Novo - RS,2022,187.91
4315149,Presidente Lucena - RS,2010,74.42
4315149,Presidente Lucena - RS,2022,106.57
4315156,Progresso - RS,2010,79.27
4315156,Progresso - RS,2022,175.19
4315172,Protásio Alves - RS,2010,120.89
4315172,Protásio Alves - RS,2022,180.66
4315206,Putinga - RS,2010,119.31
4315206,Putinga - RS,2022,228.97
4315305,Quaraí - RS,2010,70.89
4315305,Quaraí - RS,2022,99.28
4315313,Quatro Irmãos - RS,2010,60.81
4315313,Quatro Irmãos - RS,2022,120.92
4315321,Quevedos - RS,2010,68.67
4315321,Quevedos - RS,2022,147.72
4315354,Quinze de Novembro - RS,2010,114.91
4315354,Quinze de Novembro - RS,2022,146.83
4315404,Redentora - RS,2010,32.25
4315404,Redentora - RS,2022,53.08
4315453,Relvado - RS,2010,172.62
4315453,Relvado - RS,2022,306.67
4315503,Restinga Sêca - RS,2010,87.91
4315503,Restinga Sêca - RS,2022,160.05
4315552,Rio dos Índios - RS,2010,86.49
4315552,Rio dos Índios - RS,2022,171.06
4315602,Rio Grande - RS,2010,64.46
4315602,Rio Grande - RS,2022,108.56
4315701,Rio Pardo - RS,2010,76.78
4315701,Rio Pardo - RS,2022,136.23
4315750,Riozinho - RS,2010,65.76
4315750,Riozinho - RS,2022,127.46
4315800,Roca Sales - RS,2010,101.93
4315800,Roca Sales - RS,2022,145.73
4315909,Rodeio Bonito - RS,2010,71.11
4315909,Rodeio Bonito - RS,2022,107.59
4315958,Rolador - RS,2010,109.77
4315958,Rolador - RS,2022,216.31
4316006,Rolante - RS,2010,65.47
4316006,Rolante - RS,2022,105.80
4316105,Ronda Alta - RS,2010,74.47
4316105,Ronda Alta - RS,2022,131.83
4316204,Rondinha - RS,2010,124.44
4316204,Rondinha - RS,2022,206.09
4316303,Roque Gonzales - RS,2010,89.84
4316303,Roque Gonzales - RS,2022,174.26
4316402,Rosário do Sul - RS,2010,76.06
4316402,Rosário do Sul - RS,2022,129.95
4316428,Sagrada Família - RS,2010,73.22
4316428,Sagrada Família - RS,2022,138.70
4316436,Saldanha Marinho - RS,2010,117.94
4316436,Saldanha Marinho - RS,2022,180.20
4316451,Salto do Jacuí - RS,2010,48.04
4316451,Salto do Jacuí - RS,2022,108.86
4316477,Salvador das Missões - RS,2010,116.03
4316477,Salvador das Missões - RS,2022,188.14
4316501,Salvador do Sul - RS,2010,71.41
4316501,Salvador do Sul - RS,2022,125.75
4316600,Sananduva - RS,2010,96.32
4316600,Sananduva - RS,2022,167.79
4316709,Santa Bárbara do Sul - RS,2010,70.07
4316709,Santa Bárbara do Sul - RS,2022,126.90
4316733,Santa Cecília do Sul - RS,2010,95.81
4316733,Santa Cecília do Sul - RS,2022,143.20
4316758,Santa Clara do Sul - RS,2010,97.18
4316758,Santa Clara do Sul - RS,2022,128.17
4316808,Santa Cruz do Sul - RS,2010,68.92
4316808,Santa Cruz do Sul - RS,2022,117.04
4316907,Santa Maria - RS,2010,69.95
4316907,Santa Maria - RS,2022,117.58
4316956,Santa Maria do Herval - RS,2010,85.96
4316956,Santa Maria do Herval - RS,2022,168.69
4316972,Santa Margarida do Sul - RS,2010,82.85
4316972,Santa Margarida do Sul - RS,2022,148.51
4317004,Santana da Boa Vista - RS,2010,102.56
4317004,Santana da Boa Vista - RS,2022,183.16
4317103,Sant'Ana do Livramento - RS,2010,69.74
4317103,Sant'Ana do Livramento - RS,2022,107.99
4317202,Santa Rosa - RS,2010,63.16
4317202,Santa Rosa - RS,2022,99.91
4317251,Santa Tereza - RS,2010,200.00
4317251,Santa Tereza - RS,2022,361.44
4317301,Santa Vitória do Palmar - RS,2010,68.70
4317301,Santa Vitória do Palmar - RS,2022,118.86
4317400,Santiago - RS,2010,83.11
4317400,Santiago - RS,2022,143.70
4317509,Santo Ângelo - RS,2010,66.80
4317509,Santo Ângelo - RS,2022,110.05
4317558,Santo Antônio do Palma - RS,2010,99.18
4317558,Santo Antônio do Palma - RS,2022,140.00
4317608,Santo Antônio da Patrulha - RS,2010,77.94
4317608,Santo Antônio da Patrulha - RS,2022,127.29
4317707,Santo Antônio das Missões - RS,2010,82.99
4317707,Santo Antônio das Missões - RS,2022,146.58
4317756,Santo Antônio do Planalto - RS,2010,85.00
4317756,Santo Antônio do Planalto - RS,2022,142.12
4317806,Santo Augusto - RS,2010,74.79
4317806,Santo Augusto - RS,2022,127.61
4317905,Santo Cristo - RS,2010,93.47
4317905,Santo Cristo - RS,2022,154.62
4317954,Santo Expedito do Sul - RS,2010,109.05
4317954,Santo Expedito do Sul - RS,2022,201.12
4318002,São Borja - RS,2010,62.51
4318002,São Borja - RS,2022,116.35
4318051,São Domingos do Sul - RS,2010,106.65
4318051,São Domingos do Sul - RS,2022,216.84
4318101,São Francisco de Assis - RS,2010,91.05
4318101,São Francisco de Assis - RS,2022,169.63
4318200,São Francisco de Paula - RS,2010,57.67
4318200,São Francisco de Paula - RS,2022,99.83
4318309,São Gabriel - RS,2010,68.77
4318309,São Gabriel - RS,2022,114.93
4318408,São Jerônimo - RS,2010,60.86
4318408,São Jerônimo - RS,2022,118.30
4318424,São João da Urtiga - RS,2010,115.25
4318424,São João da Urtiga - RS,2022,227.39
4318432,São João do Polêsine - RS,2010,146.30
4318432,São João do Polêsine - RS,2022,218.11
4318440,São Jorge - RS,2010,99.58
4318440,São Jorge - RS,2022,212.94
4318457,São José das Missões - RS,2010,78.10
4318457,São José das Missões - RS,2022,160.52
4318465,São José do Herval - RS,2010,60.75
4318465,São José do Herval - RS,2022,152.92
4318481,São José do Hortêncio - RS,2010,74.42
4318481,São José do Hortêncio - RS,2022,143.52
4318499,São José do Inhacorá - RS,2010,134.34
4318499,São José do Inhacorá - RS,2022,210.17
4318507,São José do Norte - RS,2010,67.49
4318507,São José do Norte - RS,2022,124.61
4318606,São José do Ouro - RS,2010,89.90
4318606,São José do Ouro - RS,2022,171.87
4318614,São José do Sul - RS,2010,114.33
4318614,São José do Sul - RS,2022,165.18
4318622,São José dos Ausentes - RS,2010,44.93
4318622,São José dos Ausentes - RS,2022,61.35
4318705,São Leopoldo - RS,2010,46.04
4318705,São Leopoldo - RS,2022,89.24
4318804,São Lourenço do Sul - RS,2010,89.64
4318804,São Lourenço do Sul - RS,2022,154.65
4318903,São Luiz Gonzaga - RS,2010,71.82
4318903,São Luiz Gonzaga - RS,2022,112.05
4319000,São Marcos - RS,2010,70.90
4319000,São Marcos - RS,2022,141.23
4319109,São Martinho - RS,2010,111.16
4319109,São Martinho - RS,2022,185.09
4319125,São Martinho da Serra - RS,2010,109.41
4319125,São Martinho da Serra - RS,2022,181.37
4319158,São Miguel das Missões - RS,2010,67.32
4319158,São Miguel das Missões - RS,2022,128.01
4319208,São Nicolau - RS,2010,77.47
4319208,São Nicolau - RS,2022,142.11
4319307,São Paulo das Missões - RS,2010,97.27
4319307,São Paulo das Missões - RS,2022,204.55
4319356,São Pedro da Serra - RS,2010,58.94
4319356,São Pedro da Serra - RS,2022,104.82
4319364,São Pedro das Missões - RS,2010,68.62
4319364,São Pedro das Missões - RS,2022,130.34
4319372,São Pedro do Butiá - RS,2010,103.05
4319372,São Pedro do Butiá - RS,2022,171.13
4319406,São Pedro do Sul - RS,2010,102.37
4319406,São Pedro do Sul - RS,2022,168.34
4319505,São Sebastião do Caí - RS,2010,60.63
4319505,São Sebastião do Caí - RS,2022,107.46
4319604,São Sepé - RS,2010,87.10
4319604,São Sepé - RS,2022,162.81
4319703,São Valentim - RS,2010,121.20
4319703,São Valentim - RS,2022,212.84
4319711,São Valentim do Sul - RS,2010,161.67
4319711,São Valentim do Sul - RS,2022,226.62
4319737,São Valério do Sul - RS,2010,46.35
4319737,São Valério do Sul - RS,2022,76.27
4319752,São Vendelino - RS,2010,93.10
4319752,São Vendelino - RS,2022,117.17
4319802,São Vicente do Sul - RS,2010,69.03
4319802,São Vicente do Sul - RS,2022,129.85
4319901,Sapiranga - RS,2010,36.77
4319901,Sapiranga - RS,2022,79.20
4320008,Sapucaia do Sul - RS,2010,45.32
4320008,Sapucaia do Sul - RS,2022,90.70
4320107,Sarandi - RS,2010,63.09
4320107,Sarandi - RS,2022,99.23
4320206,Seberi - RS,2010,75.17
4320206,Seberi - RS,2022,115.48
4320230,Sede Nova - RS,2010,72.74
4320230,Sede Nova - RS,2022,152.46
4320263,Segredo - RS,2010,57.80
4320263,Segredo - RS,2022,129.89
4320305,Selbach - RS,2010,91.37
4320305,Selbach - RS,2022,148.34
4320321,Senador Salgado Filho - RS,2010,84.09
4320321,Senador Salgado Filho - RS,2022,172.95
4320354,Sentinela do Sul - RS,2010,76.48
4320354,Sentinela do Sul - RS,2022,156.63
4320404,Serafina Corrêa - RS,2010,65.58
4320404,Serafina Corrêa - RS,2022,108.37
4320453,Sério - RS,2010,116.27
4320453,Sério - RS,2022,212.26
4320503,Sertão - RS,2010,101.31
4320503,Sertão - RS,2022,183.23
4320552,Sertão Santana - RS,2010,76.97
4320552,Sertão Santana - RS,2022,162.84
4320578,Sete de Setembro - RS,2010,110.77
4320578,Sete de Setembro - RS,2022,224.48
4320602,Severiano de Almeida - RS,2010,101.79
4320602,Severiano de Almeida - RS,2022,200.61
4320651,Silveira Martins - RS,2010,142.13
4320651,Silveira Martins - RS,2022,218.44
4320677,Sinimbu - RS,2010,88.72
4320677,Sinimbu - RS,2022,170.50
4320701,Sobradinho - RS,2010,66.78
4320701,Sobradinho - RS,2022,117.98
4320800,Soledade - RS,2010,61.35
4320800,Soledade - RS,2022,104.98
4320859,Tabaí - RS,2010,69.71
4320859,Tabaí - RS,2022,103.29
4320909,Tapejara - RS,2010,64.23
4320909,Tapejara - RS,2022,88.14
4321006,Tapera - RS,2010,73.79
4321006,Tapera - RS,2022,119.64
4321105,Tapes - RS,2010,67.54
4321105,Tapes - RS,2022,144.00
4321204,Taquara - RS,2010,59.57
4321204,Taquara - RS,2022,109.21
4321303,Taquari - RS,2010,67.44
4321303,Taquari - RS,2022,116.56
4321329,Taquaruçu do Sul - RS,2010,91.01
4321329,Taquaruçu do Sul - RS,2022,141.28
4321352,Tavares - RS,2010,95.41
4321352,Tavares - RS,2022,166.15
4321402,Tenente Portela - RS,2010,62.02
4321402,Tenente Portela - RS,2022,100.14
4321436,Terra de Areia - RS,2010,63.24
4321436,Terra de Areia - RS,2022,109.50
4321451,Teutônia - RS,2010,63.56
4321451,Teutônia - RS,2022,100.67
4321469,Tio Hugo - RS,2010,69.88
4321469,Tio Hugo - RS,2022,100.62
4321477,Tiradentes do Sul - RS,2010,94.84
4321477,Tiradentes do Sul - RS,2022,183.66
4321493,Toropi - RS,2010,122.11
4321493,Toropi - RS,2022,220.99
4321501,Torres - RS,2010,65.43
4321501,Torres - RS,2022,123.98
4321600,Tramandaí - RS,2010,55.71
4321600,Tramandaí - RS,2022,105.91
4321626,Travesseiro - RS,2010,162.87
4321626,Travesseiro - RS,2022,266.16
4321634,Três Arroios - RS,2010,171.54
4321634,Três Arroios - RS,2022,334.48
4321667,Três Cachoeiras - RS,2010,68.18
4321667,Três Cachoeiras - RS,2022,115.76
4321709,Três Coroas - RS,2010,44.41
4321709,Três Coroas - RS,2022,89.99
4321808,Três de Maio - RS,2010,93.22
4321808,Três de Maio - RS,2022,133.09
4321832,Três Forquilhas - RS,2010,82.11
4321832,Três Forquilhas - RS,2022,138.61
4321857,Três Palmeiras - RS,2010,81.45
4321857,Três Palmeiras - RS,2022,101.11
4321907,Três Passos - RS,2010,94.00
4321907,Três Passos - RS,2022,132.46
4321956,Trindade do Sul - RS,2010,67.12
4321956,Trindade do Sul - RS,2022,97.41
4322004,Triunfo - RS,2010,54.61
4322004,Triunfo - RS,2022,98.04
4322103,Tucunduva - RS,2010,123.03
4322103,Tucunduva - RS,2022,216.02
4322152,Tunas - RS,2010,52.62
4322152,Tunas - RS,2022,113.40
4322186,Tupanci do Sul - RS,2010,94.48
4322186,Tupanci do Sul - RS,2022,186.29
4322202,Tupanciretã - RS,2010,55.68
4322202,Tupanciretã - RS,2022,110.40
4322251,Tupandi - RS,2010,60.16
4322251,Tupandi - RS,2022,84.27
4322301,Tuparendi - RS,2010,141.25
4322301,Tuparendi - RS,2022,206.08
4322327,Turuçu - RS,2010,79.05
4322327,Turuçu - RS,2022,141.45
4322343,Ubiretama - RS,2010,96.84
4322343,Ubiretama - RS,2022,204.55
4322350,União da Serra - RS,2010,178.33
4322350,União da Serra - RS,2022,332.84
4322376,Unistalda - RS,2010,83.93
4322376,Unistalda - RS,2022,177.17
4322400,Uruguaiana - RS,2010,41.96
4322400,Uruguaiana - RS,2022,83.86
4322509,Vacaria - RS,2010,55.22
4322509,Vacaria - RS,2022,88.14
4322525,Vale Verde - RS,2010,94.51
4322525,Vale Verde - RS,2022,157.49
4322533,Vale do Sol - RS,2010,75.27
4322533,Vale do Sol - RS,2022,157.37
4322541,Vale Real - RS,2010,59.49
4322541,Vale Real - RS,2022,92.60
4322558,Vanini - RS,2010,97.27
4322558,Vanini - RS,2022,191.93
4322608,Venâncio Aires - RS,2010,74.71
4322608,Venâncio Aires - RS,2022,128.84
4322707,Vera Cruz - RS,2010,69.65
4322707,Vera Cruz - RS,2022,112.61
4322806,Veranópolis - RS,2010,92.41
4322806,Veranópolis - RS,2022,157.60
4322855,Vespasiano Corrêa - RS,2010,166.78
4322855,Vespasiano Corrêa - RS,2022,241.60
4322905,Viadutos - RS,2010,124.76
4322905,Viadutos - RS,2022,229.11
4323002,Viamão - RS,2010,46.32
4323002,Viamão - RS,2022,95.02
4323101,Vicente Dutra - RS,2010,63.24
4323101,Vicente Dutra - RS,2022,114.49
4323200,Victor Graeff - RS,2010,94.53
4323200,Victor Graeff - RS,2022,153.99
4323309,Vila Flores - RS,2010,112.68
4323309,Vila Flores - RS,2022,158.86
4323358,Vila Lângaro - RS,2010,97.99
4323358,Vila Lângaro - RS,2022,178.95
4323408,Vila Maria - RS,2010,111.35
4323408,Vila Maria - RS,2022,169.89
4323457,Vila Nova do Sul - RS,2010,91.21
4323457,Vila Nova do Sul - RS,2022,175.08
4323507,Vista Alegre - RS,2010,73.53
4323507,Vista Alegre - RS,2022,157.28
4323606,Vista Alegre do Prata - RS,2010,136.03
4323606,Vista Alegre do Prata - RS,2022,197.06
4323705,Vista Gaúcha - RS,2010,78.85
4323705,Vista Gaúcha - RS,2022,150.88
4323754,Vitória das Missões - RS,2010,102.69
4323754,Vitória das Missões - RS,2022,202.73
4323770,Westfália - RS,2010,127.34
4323770,Westfália - RS,2022,129.40
4323804,Xangri-lá - RS,2010,41.03
4323804,Xangri-lá - RS,2022,91.61
